"15,759,564",8,16,32,64,128,"5,289,799",544,521,"1,039","2,081","4,162","8,321","1,760,547","16,703","42,561","66,891","133,782","267,657","367,852",0,0,0,0,0,0,0,0,0,,"759,112,704","137,996,478","178,755,119","132,541,173"
"15,704,843",8,16,32,64,128,"5,271,556",448,518,"1,034","2,070","4,140","8,278","1,760,368","16,822","33,493","66,891","133,782","267,658","367,754",0,0,0,0,0,0,0,0,0,,"756,476,896","137,427,274","178,120,324","132,062,278"
"15,759,564",8,16,32,64,128,"5,289,799",356,526,"1,049","2,103","4,206","8,407","1,760,475","16,851","33,971","67,574","135,148","270,388","371,607",0,0,0,0,0,0,0,0,0,,"759,112,704","137,997,873","178,767,926","132,541,452"
"15,759,564",8,16,32,64,128,"5,289,799",356,526,"1,049","2,103","4,206","8,407","1,760,475","16,851","33,971","67,574","135,148","270,388","371,607",0,0,0,0,0,0,0,0,0,,"759,112,704","137,997,873","178,767,926","132,541,452"
"15,704,843",8,16,32,64,128,"5,271,652",260,524,"1,044","2,092","4,184","8,364","1,760,292","16,821","33,493","66,891","133,782","267,658","367,755",0,0,0,0,0,0,0,0,0,,"756,476,896","137,426,506","178,120,329","132,061,606"
"15,759,564",8,16,32,64,128,"5,289,895",355,525,"1,044","2,092","4,184","8,364","1,760,481","16,776","34,011","67,556","135,112","270,413","371,652",0,0,0,0,0,0,0,0,0,,"759,112,704","137,996,820","178,768,234","132,540,723"
"15,814,476",8,16,32,64,128,"5,308,044",452,531,"1,054","2,114","4,228","8,450","1,760,723","16,929","34,306","68,232","136,464","273,113","375,564",0,0,0,0,0,0,0,0,0,,"761,757,696","138,569,420","179,417,479","133,022,416"
"15,814,476",8,16,32,64,128,"5,308,044",452,531,"1,054","2,114","4,228","8,450","1,760,723","16,929","34,306","68,232","136,464","273,113","375,564",0,0,0,0,0,0,0,0,0,,"761,757,696","138,569,420","179,417,479","133,022,416"
"15,759,564",8,16,32,64,128,"5,289,895",355,524,"1,044","2,092","4,184","8,364","1,760,460","16,797","34,012","67,556","135,112","270,412","371,653",0,0,0,0,0,0,0,0,0,,"759,112,704","137,997,150","178,768,237","132,540,789"
"15,704,843",8,16,32,64,128,"5,271,652",260,521,"1,039","2,081","4,162","8,321","1,760,376","16,683","33,535","66,891","133,782","267,658","367,851",0,0,0,0,0,0,0,0,0,,"756,476,896","137,426,506","178,120,935","132,061,606"
"15,759,564",8,16,32,64,128,"5,289,799",355,525,"1,044","2,092","4,184","8,364","1,760,534","16,816","33,930","67,574","135,148","270,387","371,708",0,0,0,0,0,0,0,0,0,,"759,112,704","137,998,233","178,768,303","132,541,524"
"15,759,564",8,16,32,64,128,"5,289,799",355,525,"1,044","2,092","4,184","8,364","1,760,534","16,816","33,930","67,574","135,148","270,387","371,708",0,0,0,0,0,0,0,0,0,,"759,112,704","137,998,233","178,768,303","132,541,524"
"15,704,843",8,16,32,64,128,"5,271,555",353,518,"1,034","2,070","4,140","8,278","1,760,443","16,703","33,536","66,891","133,782","267,657","367,852",0,0,0,0,0,0,0,0,0,,"756,476,896","137,427,597","178,120,938","132,062,348"
